Year,Date,User,Release,Score,Band
2015,2015.10.06.19:30,367887,412931,97,343
2015,2015.10.06.23:18,97743,486944,80,3540389621
2015,2015.10.06.23:24,305668,339984,89,31176
2015,2015.10.06.23:58,359563,524280,80,3540336082
2015,2015.10.07.00:17,120631,521522,82,77869
2015,2015.10.07.03:16,83846,522506,60,122036
2015,2015.10.07.06:53,23414,329702,2,503
2015,2015.10.07.08:43,352608,449885,72,3540384750
2015,2015.10.07.08:46,359849,45188,78,159
2015,2015.10.07.08:47,367807,516302,100,70993
2015,2015.10.07.08:48,369596,941,95,68
2015,2015.10.07.08:55,283941,547795,68,17431
2015,2015.10.07.08:56,369446,170918,59,43778
2015,2015.10.07.08:57,359563,523106,90,3540360834
2015,2015.10.07.08:58,369779,76910,65,20825
2015,2015.10.07.12:47,326817,528797,80,3540358107
2015,2015.10.07.15:15,329559,517836,76,72
2015,2015.10.07.16:03,29518,647675,75,3540263004
2015,2015.10.07.17:33,194956,506879,90,3540391390
2015,2015.10.07.21:03,210275,79,84,25
2015,2015.10.07.23:06,337318,497409,68,3540277256
2015,2015.10.07.23:15,97743,389874,65,10655
2015,2015.10.07.23:49,329559,1626,61,535
2015,2015.10.08.02:17,210275,776,83,140
2015,2015.10.08.07:27,338391,4596,68,1621
2015,2015.10.08.11:50,57901,488687,90,68434
2015,2015.10.08.12:13,335335,365219,62,3075
2015,2015.10.08.12:17,57901,535084,80,3540324115
2015,2015.10.08.12:19,301796,506494,75,121
2015,2015.10.08.17:52,97743,532260,80,3252
2015,2015.10.08.19:31,317204,449753,88,57061
2015,2015.10.08.20:25,192699,232128,68,3540260488
2015,2015.10.08.22:56,352748,128069,89,4423
2015,2015.10.08.23:40,315736,353102,85,3540336467
2015,2015.10.09.00:17,367887,190732,83,122315
2015,2015.10.09.00:18,357873,106565,33,57071
2015,2015.10.09.01:08,239590,517093,98,1
2015,2015.10.09.08:20,83846,535185,75,3540401438
2015,2015.10.09.08:26,369779,517836,80,72
2015,2015.10.09.08:27,185448,440813,90,13279
2015,2015.10.09.08:28,88739,517747,80,3540397938
2015,2015.10.09.08:28,330688,516316,96,3540361647
2015,2015.10.09.09:10,210275,337902,31,3540344931
2015,2015.10.09.13:59,194956,487470,85,3540282502
2015,2015.10.09.14:23,329559,2521,72,626
2015,2015.10.09.17:21,212738,489952,90,3540392140
2015,2015.10.09.19:51,279343,526007,95,340
2015,2015.10.09.19:52,367887,282059,81,68538
2015,2015.10.09.21:04,329559,142232,85,626
2015,2015.10.09.21:43,367887,73929,86,1128
2015,2015.10.09.22:24,320625,450444,65,44
2015,2015.10.09.23:19,57901,524793,66,3231
2015,2015.10.09.23:30,97743,525826,65,967
2015,2015.10.10.00:14,369446,139077,72,60495
2015,2015.10.10.00:16,196418,515619,95,3209
2015,2015.10.10.00:21,210275,517686,19,25
2015,2015.10.10.06:24,336503,140206,98,11562
2015,2015.10.10.09:57,63970,526656,85,3540344183
2015,2015.10.10.10:09,239590,649,100,151
2015,2015.10.10.10:22,329559,251812,98,57499
2015,2015.10.10.12:11,329559,4343,85,154
2015,2015.10.10.14:36,29518,532260,82,3252
2015,2015.10.10.14:53,212738,506916,32,3540388837
2015,2015.10.10.15:27,84346,449571,40,1049
2015,2015.10.10.15:46,367887,3704,90,1128
2015,2015.10.10.23:29,97743,395563,90,742
2015,2015.10.10.23:42,84346,23804,75,190
2015,2015.10.11.00:20,362797,334940,85,113436
2015,2015.10.11.00:45,239590,519000,95,151
2015,2015.10.11.12:02,120631,392825,72,3540327553
2015,2015.10.11.12:11,120631,506491,88,1194
2015,2015.10.11.12:23,196418,497176,75,3540326674
2015,2015.10.11.12:44,308473,522346,80,3540294053
2015,2015.10.11.12:55,367887,445629,69,343
2015,2015.10.11.13:15,329559,982,98,154
2015,2015.10.11.13:21,329559,358131,70,626
2015,2015.10.11.16:52,69704,242727,63,85134
2015,2015.10.11.20:07,404,519137,86,1618
2015,2015.10.11.20:10,357873,234,65,77
2015,2015.10.12.02:47,83846,507364,75,3540392382
2015,2015.10.12.06:51,192699,401488,72,3540345312
2015,2015.10.12.07:19,192699,460209,75,43551
2015,2015.10.12.18:37,326817,517435,60,3540367130
2015,2015.10.12.18:46,194956,469449,94,1460
2015,2015.10.12.18:49,367887,520575,40,116626
2015,2015.10.12.19:20,123274,390628,88,3540370208
2015,2015.10.12.19:28,347132,329985,55,58613
2015,2015.10.13.00:30,210275,393,99,6
2015,2015.10.13.02:53,83846,512506,90,75581
2015,2015.10.13.05:16,210275,2612,70,398
2015,2015.10.13.11:16,196418,244620,95,2912
2015,2015.10.13.11:19,362567,365239,50,3540358820
2015,2015.10.13.14:26,29518,526007,95,340
2015,2015.10.13.15:32,29518,516316,91,3540361647
2015,2015.10.13.17:58,194956,469450,92,1460
2015,2015.10.13.17:59,194956,537005,90,3540401880
2015,2015.10.13.23:46,210275,10266,57,4258
2015,2015.10.14.02:44,83846,518111,60,3540335685
2015,2015.10.14.04:23,454,406493,50,5625
2015,2015.10.14.04:25,454,522863,57,3540355149
2015,2015.10.14.19:47,359849,17339,95,3111
2015,2015.10.14.20:21,367887,206491,90,6795
2015,2015.10.14.20:49,362567,524786,78,3540278794
2015,2015.10.14.21:53,196418,501474,85,3540394599
2015,2015.10.14.22:15,193921,518721,92,216
2015,2015.10.14.22:25,367887,450994,84,3540385639
2015,2015.10.14.22:36,329559,238,35,75
2015,2015.10.14.22:37,198103,361711,80,3540328932
2015,2015.10.14.22:43,357873,145532,0,87185
2015,2015.10.14.23:17,362567,2210,90,529
2015,2015.10.15.03:04,210275,268013,77,7162
2015,2015.10.15.05:54,365965,7901,100,172
2015,2015.10.15.06:25,370266,495341,88,3540265808
2015,2015.10.15.14:48,370266,115909,97,64572
2015,2015.10.15.15:03,329559,1627,72,535
2015,2015.10.15.20:40,192699,98595,78,51725
2015,2015.10.15.22:42,83846,515635,90,3540354956
2015,2015.10.16.17:23,329559,4400,72,626
2015,2015.10.16.17:30,343812,485,100,99
2015,2015.10.16.17:34,238242,533502,94,3540397034
2015,2015.10.16.17:35,348744,534302,80,3540370011
2015,2015.10.16.18:16,194956,529029,85,3540400213
2015,2015.10.17.00:25,83846,535447,90,3540401505
2015,2015.10.17.07:09,454,403323,65,3540377530
2015,2015.10.18.07:50,361915,524809,99,3540315870
2015,2015.10.18.07:51,361915,306113,93,126949
2015,2015.10.19.03:05,83846,459645,90,3540324610
2015,2015.10.19.14:20,192699,3076,90,889
2015,2015.10.19.15:33,347132,534539,78,3540399946
2015,2015.10.19.15:45,69704,212998,50,3540264555
2015,2015.10.19.20:22,357873,146,100,43
2015,2015.10.19.20:24,307852,508898,90,3540380769
2015,2015.10.19.20:26,329559,1630,46,535
2015,2015.10.19.20:28,329559,4142,62,1055
2015,2015.10.19.20:52,227178,527726,81,44722
2015,2015.10.19.21:14,329559,5284,80,72
2015,2015.10.19.21:16,42547,525186,75,4240
2015,2015.10.19.21:24,345823,257962,90,95529
2015,2015.10.19.21:25,370266,458545,75,3540378706
2015,2015.10.19.21:27,326817,533283,70,3540256051
2015,2015.10.19.21:29,362797,437161,60,6716
2015,2015.10.19.21:32,123274,491084,90,1088
2015,2015.10.20.02:38,210275,205093,72,150
2015,2015.10.20.02:46,83846,473827,60,3540389306
2015,2015.10.20.07:43,313583,276031,80,3540260888
2015,2015.10.20.07:44,308473,392432,70,3540319594
2015,2015.10.20.07:46,308473,293123,80,3540319594
2015,2015.10.20.07:55,329559,5779,42,1853
2015,2015.10.20.08:01,348473,35060,98,15424
2015,2015.10.20.08:05,368055,524236,89,626
2015,2015.10.20.08:10,212439,537858,82,3540378338
2015,2015.10.20.13:20,88990,3084,99,889
2015,2015.10.20.13:49,339108,538,92,125
2015,2015.10.20.13:53,329559,2597,76,767
2015,2015.10.20.18:32,194956,540211,92,3540402680
2015,2015.10.20.19:19,227178,529724,90,35741
2015,2015.10.20.19:38,194956,14825,92,6311
2015,2015.10.20.22:50,367015,517217,96,3540397829
2015,2015.10.20.23:02,359849,676,89,159
2015,2015.10.20.23:55,44563,1392,42,168
2015,2015.10.21.05:56,210275,1963,51,168
2015,2015.10.21.10:47,232682,20935,84,9527
2015,2015.10.21.19:33,357873,618,3,141
2015,2015.10.21.19:37,329559,830,30,198
2015,2015.10.22.02:58,83846,460801,80,3540324610
2015,2015.10.22.04:58,210275,1410,96,193
2015,2015.10.22.13:31,68002,504927,80,18606
2015,2015.10.22.13:33,339637,510485,90,3540314797
2015,2015.10.22.14:35,29518,483449,65,45228
2015,2015.10.22.15:29,29518,477799,89,101228
2015,2015.10.22.16:12,35007,10266,81,4258
2015,2015.10.22.18:41,29518,518259,85,4771
2015,2015.10.23.00:10,57901,538102,86,3540370061
2015,2015.10.23.01:04,344745,382281,80,3540367396
2015,2015.10.23.01:05,343199,110959,70,4866
2015,2015.10.23.07:00,210275,4969,77,850
2015,2015.10.23.14:45,326817,530578,85,3540400444
2015,2015.10.23.14:52,198103,279597,86,62744
2015,2015.10.23.18:51,194956,539235,87,3540402526
2015,2015.10.23.20:20,227178,612,82,146
2015,2015.10.23.23:12,370266,2436,85,516
2015,2015.10.23.23:13,370266,104238,71,55278
2015,2015.10.23.23:15,329559,495378,75,626
2015,2015.10.23.23:17,347132,483288,65,3540390949
2015,2015.10.24.00:45,83846,488785,80,3540371389
2015,2015.10.24.11:01,347551,329874,95,3540341429
2015,2015.10.24.11:49,329559,237,92,75
2015,2015.10.24.13:46,369446,169446,93,105291
2015,2015.10.24.13:49,335640,521441,75,3540352985
2015,2015.10.24.13:50,335640,539235,90,3540402526
2015,2015.10.24.14:19,29518,502686,91,3540286624
2015,2015.10.24.19:45,97743,530252,80,3540400385
2015,2015.10.25.10:10,352748,181,95,16
2015,2015.10.25.10:12,370266,56201,70,25802
2015,2015.10.25.10:21,216687,400431,85,124
2015,2015.10.25.10:30,326257,487479,90,3540314227
2015,2015.10.25.10:54,329559,1971,55,713
2015,2015.10.25.11:09,341207,16193,87,5649
2015,2015.10.25.12:20,314941,536561,80,81434
2015,2015.10.25.12:32,314941,487652,83,3540391717
2015,2015.10.25.15:06,29518,516027,71,3540397573
2015,2015.10.26.00:46,353899,534878,95,3540401363
2015,2015.10.26.00:58,347306,288204,60,3540316559
2015,2015.10.26.03:03,83846,508477,73,3540374162
2015,2015.10.26.12:40,322448,338658,10,3540288359
2015,2015.10.26.13:25,29518,518721,98,216
2015,2015.10.26.14:40,192699,511078,65,3540396512
2015,2015.10.26.15:05,29518,534441,22,3540401232
2015,2015.10.26.15:13,192699,492537,90,39589
2015,2015.10.26.16:42,338391,131356,94,5679
2015,2015.10.26.17:04,329559,9097,77,971
2015,2015.10.26.17:05,370266,10369,82,4220
2015,2015.10.26.17:12,329559,1634,69,535
2015,2015.10.26.18:53,194956,509616,86,3540396223
2015,2015.10.26.19:18,57901,400099,80,3540340929
2015,2015.10.27.10:50,88990,286710,77,5997
2015,2015.10.27.14:06,368055,386,99,25
2015,2015.10.27.14:15,348475,36924,60,3119
2015,2015.10.27.14:26,329559,326204,81,3540256074
2015,2015.10.27.15:45,97743,529721,70,962
2015,2015.10.27.17:53,347132,402770,88,3540358410
2015,2015.10.27.18:37,227178,628,81,146
2015,2015.10.27.22:04,210275,68,87,24
2015,2015.10.27.22:47,357873,33188,0,11
2015,2015.10.27.23:01,210275,22520,45,499
2015,2015.10.27.23:01,302880,508035,85,24
2015,2015.10.28.02:46,83846,533382,90,3540401003
2015,2015.10.28.08:53,362567,1371,95,373
2015,2015.10.28.08:59,334601,18863,95,125
2015,2015.10.28.09:08,143462,536609,78,3540401779
2015,2015.10.28.09:08,362144,536034,87,3540329117
2015,2015.10.28.09:08,370988,49946,100,2386
2015,2015.10.28.09:09,21802,747,91,182
2015,2015.10.28.09:09,115788,18213,100,3240
2015,2015.10.28.14:18,359563,540047,80,3540296094
2015,2015.10.28.14:19,260583,260304,100,4270
2015,2015.10.28.16:17,326817,517859,85,88614
2015,2015.10.28.17:10,227178,624,81,146
2015,2015.10.28.19:25,88739,517743,75,3540397937
2015,2015.10.28.19:28,362569,221748,88,4237
2015,2015.10.28.22:15,210275,254,92,67
2015,2015.10.28.23:38,210275,886,61,216
2015,2015.10.29.14:10,192699,294346,90,3540320360
2015,2015.10.29.15:23,342561,371528,90,3540361970
2015,2015.10.29.15:49,133552,515163,80,203
2015,2015.10.29.15:52,133552,517836,40,72
2015,2015.10.29.16:56,339203,453532,89,3540289430
2015,2015.10.29.23:20,212738,609435,91,3540359125
2015,2015.10.29.23:29,342911,524809,77,3540315870
2015,2015.10.29.23:29,342911,529724,98,35741
2015,2015.10.29.23:49,309297,4192,99,774
2015,2015.10.30.00:02,329559,102351,80,146
2015,2015.10.30.00:14,198103,107620,75,57903
2015,2015.10.30.00:55,357873,231,50,77
2015,2015.10.30.02:25,83846,529064,70,3540361440
2015,2015.10.30.15:16,359563,536233,90,947
2015,2015.10.30.15:18,329559,524236,76,626
2015,2015.10.30.18:01,370266,389405,70,3540370943
2015,2015.10.30.18:08,342911,475374,87,219
2015,2015.10.30.18:10,302880,349066,40,20825
2015,2015.10.30.22:31,227178,653,68,146
2015,2015.10.30.23:09,317204,373583,1,3540355229
2015,2015.10.30.23:12,370266,41492,80,18013
2015,2015.10.30.23:27,370266,481711,67,3540383545
2015,2015.10.30.23:34,93133,511025,83,2825
2015,2015.10.30.23:53,93133,442871,78,27821
2015,2015.10.31.08:13,370266,4148,88,1441
2015,2015.10.31.08:15,329559,1972,73,713
2015,2015.10.31.08:17,370266,539427,78,3540358429
2015,2015.10.31.08:22,329559,18089,82,146
2015,2015.10.31.17:30,57901,541712,71,3540403055
2015,2015.10.31.20:36,84346,439641,70,3540384034
2015,2015.10.31.20:41,84346,438619,38,3540384034
2015,2015.10.31.20:46,369446,163403,94,100482
2015,2015.10.31.20:51,362569,524809,92,3540315870
2015,2015.10.31.20:53,57030,2619,100,983
2015,2015.10.31.21:03,341207,3063,92,959
2015,2015.11.01.11:33,371199,214,74,72
2015,2015.11.01.11:35,198252,481332,72,3540390554
2015,2015.11.01.11:37,198252,498829,76,3540393976
2015,2015.11.01.11:53,329559,821,82,198
2015,2015.11.01.11:55,329559,7816,80,767
2015,2015.11.01.12:16,286912,489488,60,3540338186
2015,2015.11.01.19:55,214854,535118,80,17
2015,2015.11.01.19:57,357873,545,28,126
2015,2015.11.01.20:03,86600,516662,72,3540357479
2015,2015.11.01.20:03,367015,374016,85,3540293143
2015,2015.11.01.21:27,210275,69117,82,6795
2015,2015.11.02.00:02,210275,747,93,182
2015,2015.11.02.01:51,83846,368498,67,3540360523
2015,2015.11.02.11:31,371192,254,60,67
2015,2015.11.02.13:11,326817,503682,75,1436
2015,2015.11.02.22:16,83846,542632,90,109957
2015,2015.11.02.22:57,214854,562673,60,3540285523
2015,2015.11.02.22:58,120631,523807,82,3666
2015,2015.11.02.23:00,64433,268534,87,2845
2015,2015.11.02.23:10,162729,4594,70,1621
2015,2015.11.02.23:11,237570,68,100,24
2015,2015.11.02.23:14,210275,176594,54,35835
2015,2015.11.03.00:24,345945,31698,95,9012
2015,2015.11.03.09:55,57901,541676,86,3540403045
2015,2015.11.03.10:52,454,525576,75,3540399587
2015,2015.11.03.11:32,194956,509054,88,3540347741
2015,2015.11.03.14:58,227178,523193,97,123827
2015,2015.11.03.21:18,83846,542630,95,109957
2015,2015.11.04.00:52,75829,129005,98,75440
2015,2015.11.04.00:57,224139,513824,70,3540309157
2015,2015.11.04.00:59,362569,68,98,24
2015,2015.11.04.01:03,256404,411553,71,3540381426
2015,2015.11.04.01:09,302880,381569,70,37
2015,2015.11.04.01:11,329559,4320,55,155
2015,2015.11.04.01:29,227178,484257,86,1424
2015,2015.11.04.01:58,347132,541304,79,3540402983
2015,2015.11.04.01:59,357873,513824,23,3540309157
2015,2015.11.04.04:54,454,290341,30,112670
2015,2015.11.04.12:13,362569,339124,95,4237
2015,2015.11.04.12:17,273328,380699,95,3540255711
2015,2015.11.04.12:21,57901,517927,79,98069
2015,2015.11.04.12:22,358798,530345,90,73633
2015,2015.11.04.12:30,74359,542065,100,3540328413
2015,2015.11.04.12:34,362569,408080,92,892
2015,2015.11.04.12:38,362569,231609,90,12841
2015,2015.11.04.12:48,338258,477322,60,451
2015,2015.11.04.15:58,83846,508047,80,3540360523
2015,2015.11.04.16:32,371192,454358,50,612
2015,2015.11.04.19:24,227178,535698,79,3540401559
2015,2015.11.05.08:47,88990,516316,30,3540361647
2015,2015.11.05.11:42,302880,400431,65,124
2015,2015.11.05.11:50,367015,376002,90,34543
2015,2015.11.05.11:58,371199,678,100,159
2015,2015.11.05.15:23,115569,2229,79,859
2015,2015.11.05.18:51,194956,518704,88,3540313433
2015,2015.11.05.21:15,97743,530424,80,58377
2015,2015.11.05.21:16,57030,494745,84,983
2015,2015.11.05.21:17,363273,542145,65,3540330911
2015,2015.11.05.23:16,57901,535591,64,3540401537
2015,2015.11.06.06:33,342561,19391,95,8459
2015,2015.11.06.06:34,175955,22776,98,1315
2015,2015.11.06.06:36,370417,406176,90,2530
2015,2015.11.06.06:39,335154,521242,82,3540372649
2015,2015.11.06.06:39,366996,454508,25,138
2015,2015.11.06.06:41,370194,6128,100,1427
2015,2015.11.06.06:42,260583,402696,95,27495
2015,2015.11.06.06:43,371192,514764,20,3540386032
2015,2015.11.06.09:40,57901,537850,70,9695
2015,2015.11.06.12:16,158505,524809,83,3540315870
2015,2015.11.06.13:45,93133,342661,55,26136
2015,2015.11.06.16:00,29518,428888,80,3540326599
2015,2015.11.06.16:57,227178,522506,58,122036
2015,2015.11.06.17:57,68002,510247,60,18606
2015,2015.11.06.17:57,329559,239,87,75
2015,2015.11.06.17:57,329559,301136,81,626
2015,2015.11.06.19:13,341207,12771,92,2155
2015,2015.11.06.19:15,319374,538674,41,2150
2015,2015.11.06.23:07,83846,521801,80,3540292151
2015,2015.11.07.09:15,329559,2578,87,419
2015,2015.11.07.12:02,345823,390497,75,3540371411
2015,2015.11.07.12:04,362569,543179,35,3540386032
2015,2015.11.07.14:59,330688,505126,100,3540392674
2015,2015.11.07.15:02,365891,43348,78,3075
2015,2015.11.07.19:23,357873,196,100,71
2015,2015.11.07.19:29,338986,526002,87,3540383305
2015,2015.11.07.20:09,29518,536835,83,138
2015,2015.11.07.23:25,341207,543179,73,3540386032
2015,2015.11.07.23:33,329559,542814,98,3540397024
2015,2015.11.07.23:44,29518,524236,96,626
2015,2015.11.08.10:21,335640,527243,65,3540399900
2015,2015.11.08.10:22,335640,527490,70,17452
2015,2015.11.08.10:28,371199,17203,90,6879
2015,2015.11.08.10:37,329559,7915,84,3145
2015,2015.11.08.10:38,365738,2583,90,419
2015,2015.11.08.21:39,357873,390222,0,56885
2015,2015.11.08.21:43,367200,529636,70,3540400271
2015,2015.11.08.21:45,326817,526034,85,3540325962
2015,2015.11.08.21:46,347132,317074,63,3540334462
2015,2015.11.08.22:30,171904,1506,80,329
2015,2015.11.08.23:38,10093,520652,95,3540273266
2015,2015.11.08.23:46,324615,402245,100,3540285937
2015,2015.11.08.23:51,210275,840,36,125
2015,2015.11.08.23:56,359563,533467,80,5155
2015,2015.11.08.23:56,365295,180429,80,42210
2015,2015.11.09.02:11,83846,508991,77,3540373147
2015,2015.11.09.09:21,194956,509793,86,3540384875
2015,2015.11.09.10:50,57901,518709,82,3540381970
2015,2015.11.09.11:32,198103,274655,80,120584
2015,2015.11.09.18:39,347132,533737,90,3540328810
2015,2015.11.09.18:42,329559,575,9,123
2015,2015.11.09.21:35,210275,151043,72,191
2015,2015.11.09.22:03,212738,492967,84,5538
2015,2015.11.10.02:03,83846,520199,72,3540283377
2015,2015.11.10.11:13,194956,526007,85,340
2015,2015.11.10.12:59,21281,526216,87,2048
2015,2015.11.10.13:01,259744,21030,100,9562
2015,2015.11.10.23:06,227178,540245,48,3540380461
2015,2015.11.11.00:07,830,530637,93,1400
2015,2015.11.11.00:07,830,530641,95,3540365065
2015,2015.11.11.00:08,318751,505106,88,3540379472
2015,2015.11.11.00:21,97743,544816,70,3540402769
2015,2015.11.11.00:21,371847,336150,87,3540324384
2015,2015.11.11.11:38,10093,507277,87,3540354540
2015,2015.11.11.12:04,326817,539925,60,3540402637
2015,2015.11.11.16:40,338391,436537,93,3540293109
2015,2015.11.11.18:12,227178,522397,74,87503
2015,2015.11.11.21:28,210275,1607,70,503
2015,2015.11.11.21:31,362797,1765,50,561
2015,2015.11.11.21:35,342911,503055,88,3540357305
2015,2015.11.11.21:36,333901,393286,100,3540354315
2015,2015.11.12.10:33,363273,409379,80,3540380363
2015,2015.11.12.16:22,280147,518922,75,4831
2015,2015.11.12.16:53,370417,15953,90,2530
2015,2015.11.12.16:54,370417,53021,96,11971
2015,2015.11.12.16:55,329559,526656,58,3540344183
2015,2015.11.12.17:16,338391,379046,26,3540365884
2015,2015.11.12.19:24,212738,505999,93,3540395486
2015,2015.11.12.22:43,10093,528761,85,10670
2015,2015.11.12.23:06,327706,189521,100,57431
2015,2015.11.12.23:24,362797,498792,97,51
2015,2015.11.12.23:50,10093,533839,85,3540295602
2015,2015.11.13.00:17,83846,363068,77,68155
2015,2015.11.13.06:08,338391,337378,80,3540323602
2015,2015.11.13.09:13,189502,245294,90,3540287570
2015,2015.11.13.09:19,347132,399451,80,3540375593
2015,2015.11.13.09:21,341207,7057,88,772
2015,2015.11.13.10:36,194956,544325,88,3540403462
2015,2015.11.13.11:43,57901,521242,78,3540372649
2015,2015.11.13.12:07,69704,494319,50,3540393088
2015,2015.11.13.21:57,227178,500615,80,3540394218
2015,2015.11.13.22:25,326817,541294,65,3540402979
2015,2015.11.13.22:29,259744,89634,65,42210
2015,2015.11.13.22:30,329559,158395,70,146
2015,2015.11.13.22:34,329559,529029,82,3540400213
2015,2015.11.13.22:35,316901,204040,68,3540257897
2015,2015.11.13.22:49,344745,521242,77,3540372649
2015,2015.11.14.01:27,210275,169391,64,105239
2015,2015.11.14.01:57,210275,10902,74,155
2015,2015.11.14.04:14,189691,529029,65,3540400213
2015,2015.11.14.15:18,301796,15392,87,24
2015,2015.11.14.15:24,329559,17748,75,1596
2015,2015.11.14.15:27,329559,532219,90,12108
2015,2015.11.14.20:26,84346,438624,72,3540384034
2015,2015.11.14.20:29,339207,515163,78,203
2015,2015.11.14.20:33,84346,439630,0,3540384034
2015,2015.11.14.23:39,83846,394320,90,3540373174
2015,2015.11.15.09:50,232475,468077,5,3540388348
2015,2015.11.15.10:07,329559,534346,75,1020
2015,2015.11.15.15:34,351069,474453,95,386
2015,2015.11.15.15:36,57030,503,75,99
2015,2015.11.16.01:43,83846,398690,55,84048
2015,2015.11.16.04:45,210275,624,84,146
2015,2015.11.16.05:14,192699,535118,65,17
2015,2015.11.16.05:59,192699,526216,68,2048
2015,2015.11.16.06:49,192699,521372,77,3540336172
2015,2015.11.16.09:10,143462,32453,90,3308
2015,2015.11.16.09:15,81007,472442,99,3540389114
2015,2015.11.16.09:15,81007,530139,96,2663
2015,2015.11.16.09:25,372125,110977,82,57710
2015,2015.11.16.09:36,362797,483,86,116
2015,2015.11.16.09:57,454,88058,65,9241
2015,2015.11.16.14:02,192699,534441,45,3540401232
2015,2015.11.16.14:38,192699,526007,87,340
2015,2015.11.16.17:39,357873,275,10,78
2015,2015.11.16.23:05,210275,649,93,151
2015,2015.11.16.23:38,97743,539121,75,3540372203
2015,2015.11.16.23:40,372248,533553,85,6857
2015,2015.11.16.23:42,81007,12194,93,4665
2015,2015.11.17.15:49,329559,519214,65,3540398219
2015,2015.11.17.16:34,372248,532187,90,3540325164
2015,2015.11.17.16:36,372248,533306,70,3540267903
2015,2015.11.17.16:50,370417,288932,100,2530
2015,2015.11.17.16:59,371199,77,94,25
2015,2015.11.17.23:14,259744,204927,88,125
2015,2015.11.17.23:55,88739,485483,60,3540367813
2015,2015.11.18.02:55,83846,510353,40,3540266973
2015,2015.11.18.04:08,210275,108134,65,341
2015,2015.11.18.10:33,362569,9776,97,2371
2015,2015.11.18.12:04,326817,543081,50,113901
2015,2015.11.18.21:02,367015,5307,80,1815
2015,2015.11.18.21:06,302880,262292,85,2129
2015,2015.11.18.21:10,342911,534606,88,12613
2015,2015.11.18.21:11,371847,506279,80,3540324384
2015,2015.11.18.21:53,238242,517093,97,1
2015,2015.11.19.02:58,210275,85177,69,38
2015,2015.11.19.10:44,57901,534468,80,3540367079
2015,2015.11.19.14:29,69704,16703,93,7507
2015,2015.11.19.16:22,280147,525015,70,41944
2015,2015.11.19.16:53,329559,210566,79,9068
2015,2015.11.19.22:17,372476,407865,80,3540379649
2015,2015.11.19.22:19,327706,618,100,141
2015,2015.11.19.22:23,372476,2636,40,991
2015,2015.11.19.22:30,302880,4975,50,850
2015,2015.11.19.23:15,372476,520652,70,3540273266
2015,2015.11.19.23:48,372248,543660,45,3540400605
2015,2015.11.19.23:51,79624,537522,100,3540385746
2015,2015.11.19.23:57,372476,409233,80,3540351629
2015,2015.11.20.08:52,203891,531930,80,3540400708
2015,2015.11.20.11:20,192699,540616,80,90126
2015,2015.11.20.12:03,192699,380845,85,3540339780
2015,2015.11.20.13:13,344745,522148,90,126117
2015,2015.11.20.13:15,29518,544683,82,1029
2015,2015.11.20.13:20,344745,533237,83,16721
2015,2015.11.20.13:27,372476,216871,80,3540267275
2015,2015.11.20.13:27,372476,430665,65,186
2015,2015.11.20.13:28,372476,368219,75,3540341396
2015,2015.11.20.13:36,372476,447113,90,128583
2015,2015.11.20.13:39,344745,535338,87,3540366277
2015,2015.11.20.13:41,344745,533402,83,87503
2015,2015.11.20.13:42,329559,100520,85,18489
2015,2015.11.20.15:32,29518,350321,95,72160
2015,2015.11.20.16:02,192699,512041,83,3540339780
2015,2015.11.20.16:34,57901,544516,75,3540300279
2015,2015.11.20.20:44,329559,390387,65,3540371349
2015,2015.11.20.20:45,357873,213978,85,89232
2015,2015.11.20.20:48,260017,294511,90,34723
2015,2015.11.20.20:48,316901,213978,91,89232
2015,2015.11.20.21:01,358407,534606,100,12613
2015,2015.11.20.21:06,370417,206179,100,2530
2015,2015.11.20.22:14,340286,489232,68,3540391930
2015,2015.11.20.23:35,83846,499932,60,3540266973
2015,2015.11.21.01:58,210275,147,84,43
2015,2015.11.21.04:24,338391,535489,80,24907
2015,2015.11.21.09:03,341207,303009,95,3540325862
2015,2015.11.21.09:06,206309,474888,80,3540321688
2015,2015.11.21.09:11,206309,517496,85,101880
2015,2015.11.21.09:15,335295,544891,95,3540403718
2015,2015.11.21.09:19,115788,357409,90,3540303310
2015,2015.11.21.09:22,329559,8395,89,3407
2015,2015.11.21.10:10,329559,101,90,31
2015,2015.11.21.13:57,351697,517686,40,25
2015,2015.11.21.14:00,351697,409799,72,97
2015,2015.11.21.14:02,351697,3776,100,108
2015,2015.11.21.20:55,340951,521242,85,3540372649
2015,2015.11.21.20:57,341207,11717,89,1702
2015,2015.11.21.21:03,62863,540562,99,5102
2015,2015.11.21.21:57,301796,69,97,24
2015,2015.11.21.22:47,302880,407626,75,503
2015,2015.11.22.04:32,338391,406698,57,3540362880
2015,2015.11.22.13:23,329559,236,97,75
2015,2015.11.22.13:31,149285,364816,69,3540358615
2015,2015.11.22.13:36,369446,136261,96,74954
2015,2015.11.22.13:38,359849,689,14,78
2015,2015.11.22.15:22,154306,342,75,69
2015,2015.11.22.20:59,359849,2746,82,1038
2015,2015.11.22.21:01,347306,177125,0,64723
2015,2015.11.22.21:21,357873,147,100,43
2015,2015.11.22.21:55,347132,535382,100,3540371436
2015,2015.11.22.21:58,329559,2431,100,607
2015,2015.11.22.23:49,29518,546059,85,3540404042
2015,2015.11.23.01:53,83846,404942,87,3540377319
2015,2015.11.23.03:51,210275,295813,58,96618
2015,2015.11.23.05:44,123274,346266,82,3540337980
2015,2015.11.23.05:47,348473,751,93,182
